Year,City,Population (in Lakhs) (2011)+,Type,Crime Rate
2014,0,63.5,9,1.2913385826771653
2015,0,63.5,9,1.4803149606299213
2016,0,63.5,9,1.6220472440944882
2017,0,63.5,9,1.4173228346456692
2018,0,63.5,9,1.5433070866141732
2019,0,63.5,9,1.2755905511811023
2020,0,63.5,9,1.1023622047244095
2021,0,63.5,9,1.5275590551181102
2014,1,85.0,9,2.835294117647059
2015,1,85.0,9,2.764705882352941
2016,1,85.0,9,2.694117647058824
2017,1,85.0,9,2.764705882352941
2018,1,85.0,9,2.5647058823529414
2019,1,85.0,9,2.4
2020,1,85.0,9,2.1058823529411765
2021,1,85.0,9,1.8235294117647056
2014,2,87.0,9,1.8505747126436785
2015,2,87.0,9,1.7126436781609196
2016,2,87.0,9,1.528735632183908
2017,2,87.0,9,1.7701149425287357
2018,2,87.0,9,1.9770114942528736
2019,2,87.0,9,1.9770114942528736
2020,2,87.0,9,1.7241379310344829
2021,2,87.0,9,1.8505747126436785
2014,3,21.5,9,0.9767441860465116
2015,3,21.5,9,1.162790697674419
2016,3,21.5,9,1.255813953488372
2017,3,21.5,9,0.9767441860465116
2018,3,21.5,9,1.441860465116279
2019,3,21.5,9,1.813953488372093
2020,3,21.5,9,1.441860465116279
2021,3,21.5,9,1.3953488372093024
2014,4,163.1,9,2.8939301042305337
2015,4,163.1,9,2.942979767014102
2016,4,163.1,9,2.936848559166156
2017,4,163.1,9,2.452483139178418
2018,4,163.1,9,2.550582464745555
2019,4,163.1,9,3.096259963212753
2020,4,163.1,9,2.826486817903127
2021,4,163.1,9,2.7835683629675048
2014,5,23.6,9,3.0932203389830506
2015,5,23.6,9,2.754237288135593
2016,5,23.6,9,2.5
2017,5,23.6,9,2.2033898305084745
2018,5,23.6,9,2.2033898305084745
2019,5,23.6,9,2.0338983050847457
2020,5,23.6,9,0.9745762711864406
2021,5,23.6,9,1.059322033898305
2014,6,77.5,9,1.5225806451612902
2015,6,77.5,9,1.2258064516129032
2016,6,77.5,9,1.1096774193548389
2017,6,77.5,9,0.8258064516129032
2018,6,77.5,9,1.0451612903225806
2019,6,77.5,9,1.1096774193548389
2020,6,77.5,9,0.9161290322580644
2021,6,77.5,9,1.264516129032258
2014,7,21.7,9,4.055299539170507
2015,7,21.7,9,2.811059907834101
2016,7,21.7,9,2.672811059907834
2017,7,21.7,9,2.9493087557603688
2018,7,21.7,9,2.6267281105990783
2019,7,21.7,9,2.6267281105990783
2020,7,21.7,9,2.903225806451613
2021,7,21.7,9,2.488479262672811
2014,8,30.7,9,3.5179153094462543
2015,8,30.7,9,2.931596091205212
2016,8,30.7,9,3.1596091205211727
2017,8,30.7,9,2.931596091205212
2018,8,30.7,9,3.127035830618893
2019,8,30.7,9,3.029315960912052
2020,8,30.7,9,3.0944625407166124
2021,8,30.7,9,3.8436482084690553
2014,9,29.2,9,1.9178082191780823
2015,9,29.2,9,2.0205479452054798
2016,9,29.2,9,2.363013698630137
2017,9,29.2,9,1.7465753424657535
2018,9,29.2,9,1.7465753424657535
2019,9,29.2,9,1.815068493150685
2020,9,29.2,9,1.404109589041096
2021,9,29.2,9,1.6438356164383563
2014,10,21.2,9,0.6132075471698113
2015,10,21.2,9,0.5660377358490566
2016,10,21.2,9,0.4716981132075472
2017,10,21.2,9,0.5188679245283019
2018,10,21.2,9,0.5660377358490566
2019,10,21.2,9,1.0377358490566038
2020,10,21.2,9,0.4245283018867924
2021,10,21.2,9,0.4716981132075472
2014,11,141.1,9,0.5244507441530829
2015,11,141.1,9,0.4606661941885188
2016,11,141.1,9,0.5527994330262226
2017,11,141.1,9,0.4535790219702339
2018,11,141.1,9,0.3897944720056697
2019,11,141.1,9,0.3543586109142452
2020,11,141.1,9,0.3756201275690999
2021,11,141.1,9,0.3189227498228207
2014,12,20.3,9,0.3940886699507389
2015,12,20.3,9,0.1970443349753694
2016,12,20.3,9,0.147783251231527
2017,12,20.3,9,0.3448275862068965
2018,12,20.3,9,0.3940886699507389
2019,12,20.3,9,0.3448275862068965
2020,12,20.3,9,0.2463054187192118
2021,12,20.3,9,0.2463054187192118
2014,13,29.0,9,3.689655172413793
2015,13,29.0,9,3.413793103448276
2016,13,29.0,9,3.3448275862068964
2017,13,29.0,9,2.7241379310344827
2018,13,29.0,9,2.896551724137931
2019,13,29.0,9,2.586206896551724
2020,13,29.0,9,2.793103448275862
2021,13,29.0,9,3.4827586206896552
2014,14,184.1,9,0.9940249864204236
2015,14,184.1,9,0.8690928843020098
2016,14,184.1,9,0.7984790874524715
2017,14,184.1,9,0.6898424769147203
2018,14,184.1,9,0.8908202064095601
2019,14,184.1,9,0.9125475285171104
2020,14,184.1,9,0.8039109179793591
2021,14,184.1,9,0.8799565453557849
2014,15,25.0,9,4.12
2015,15,25.0,9,3.52
2016,15,25.0,9,3.68
2017,15,25.0,9,3.4
2018,15,25.0,9,2.88
2019,15,25.0,9,3.6
2020,15,25.0,9,3.88
2021,15,25.0,9,3.8
2014,16,20.5,9,10.0
2015,16,20.5,9,9.268292682926829
2016,16,20.5,9,9.51219512195122
2017,16,20.5,9,8.926829268292684
2018,16,20.5,9,4.439024390243903
2019,16,20.5,9,4.682926829268292
2020,16,20.5,9,3.8536585365853657
2021,16,20.5,9,3.707317073170732
2014,17,50.5,9,2.732673267326733
2015,17,50.5,9,2.4752475247524752
2016,17,50.5,9,2.5742574257425743
2017,17,50.5,9,2.1782178217821784
2018,17,50.5,9,1.4455445544554455
2019,17,50.5,9,1.465346534653465
2020,17,50.5,9,1.5247524752475248
2021,17,50.5,9,1.98019801980198
2014,18,45.8,9,1.8558951965065504
2015,18,45.8,9,1.9650655021834065
2016,18,45.8,9,2.2270742358078603
2017,18,45.8,9,1.9432314410480351
2018,18,45.8,9,2.3580786026200875
2019,18,45.8,9,2.1179039301310043
2020,18,45.8,9,2.532751091703057
2021,18,45.8,9,2.641921397379913
2014,0,63.5,8,5.779527559055119
2015,0,63.5,8,5.228346456692913
2016,0,63.5,8,5.921259842519685
2017,0,63.5,8,4.141732283464567
2018,0,63.5,8,4.362204724409449
2019,0,63.5,8,3.905511811023622
2020,0,63.5,8,2.8503937007874014
2021,0,63.5,8,2.881889763779528
2014,1,85.0,8,8.329411764705883
2015,1,85.0,8,9.141176470588237
2016,1,85.0,8,11.458823529411765
2017,1,85.0,8,12.352941176470589
2018,1,85.0,8,12.823529411764708
2019,1,85.0,8,12.388235294117647
2020,1,85.0,8,8.376470588235295
2021,1,85.0,8,9.541176470588235
2014,2,87.0,8,0.4137931034482758
2015,2,87.0,8,0.425287356321839
2016,2,87.0,8,0.3908045977011494
2017,2,87.0,8,0.6206896551724138
2018,2,87.0,8,0.6436781609195402
2019,2,87.0,8,0.5632183908045977
2020,2,87.0,8,0.425287356321839
2021,2,87.0,8,0.8160919540229885
2014,3,21.5,8,0.6511627906976745
2015,3,21.5,8,0.4651162790697674
2016,3,21.5,8,0.3720930232558139
2017,3,21.5,8,0.2325581395348837
2018,3,21.5,8,0.4651162790697674
2019,3,21.5,8,0.3255813953488372
2020,3,21.5,8,0.1860465116279069
2021,3,21.5,8,0.5116279069767442
2014,4,163.1,8,36.88534641324341
2015,4,163.1,8,40.64990803188228
2016,4,163.1,8,36.32740649908032
2017,4,163.1,8,31.90067443286328
2018,4,163.1,8,31.416309012875537
2019,4,163.1,8,35.229920294297976
2020,4,163.1,8,24.59227467811159
2021,4,163.1,8,33.5683629675046
2014,5,23.6,8,11.694915254237287
2015,5,23.6,8,13.347457627118644
2016,5,23.6,8,15.59322033898305
2017,5,23.6,8,22.54237288135593
2018,5,23.6,8,23.177966101694917
2019,5,23.6,8,17.28813559322034
2020,5,23.6,8,3.3050847457627115
2021,5,23.6,8,2.11864406779661
2014,6,77.5,8,4.825806451612904
2015,6,77.5,8,4.283870967741936
2016,6,77.5,8,4.632258064516129
2017,6,77.5,8,4.4
2018,6,77.5,8,5.303225806451613
2019,6,77.5,8,6.696774193548387
2020,6,77.5,8,5.819354838709677
2021,6,77.5,8,6.619354838709677
2014,7,21.7,8,20.23041474654378
2015,7,21.7,8,20.87557603686636
2016,7,21.7,8,17.649769585253456
2017,7,21.7,8,30.829493087557605
2018,7,21.7,8,24.101382488479263
2019,7,21.7,8,26.95852534562212
2020,7,21.7,8,21.474654377880185
2021,7,21.7,8,31.981566820276495
2014,8,30.7,8,21.270358306188925
2015,8,30.7,8,20.52117263843648
2016,8,30.7,8,18.5342019543974
2017,8,30.7,8,16.938110749185668
2018,8,30.7,8,17.49185667752443
2019,8,30.7,8,27.00325732899023
2020,8,30.7,8,17.32899022801303
2021,8,30.7,8,19.96742671009772
2014,9,29.2,8,7.979452054794521
2015,9,29.2,8,8.86986301369863
2016,9,29.2,8,14.006849315068491
2017,9,29.2,8,18.52739726027397
2018,9,29.2,8,18.52739726027397
2019,9,29.2,8,10.0
2020,9,29.2,8,7.636986301369864
2021,9,29.2,8,5.205479452054795
2014,10,21.2,8,0.1886792452830188
2015,10,21.2,8,0.6132075471698113
2016,10,21.2,8,0.6603773584905661
2017,10,21.2,8,0.8962264150943396
2018,10,21.2,8,0.5188679245283019
2019,10,21.2,8,0.9905660377358492
2020,10,21.2,8,0.7075471698113208
2021,10,21.2,8,0.6132075471698113
2014,11,141.1,8,2.430900070871722
2015,11,141.1,8,2.2111977321048903
2016,11,141.1,8,2.0552799433026223
2017,11,141.1,8,2.6506024096385543
2018,11,141.1,8,2.678951098511694
2019,11,141.1,8,1.559177888022679
2020,11,141.1,8,2.1828490432317507
2021,11,141.1,8,2.452161587526577
2014,12,20.3,8,0.0985221674876847
2015,12,20.3,8,0.4926108374384236
2016,12,20.3,8,0.3448275862068965
2017,12,20.3,8,0.6403940886699507
2018,12,20.3,8,0.9359605911330048
2019,12,20.3,8,1.3300492610837438
2020,12,20.3,8,0.5911330049261083
2021,12,20.3,8,1.0344827586206895
2014,13,29.0,8,12.0
2015,13,29.0,8,9.827586206896552
2016,13,29.0,8,31.86206896551724
2017,13,29.0,8,23.58620689655172
2018,13,29.0,8,38.3448275862069
2019,13,29.0,8,9.275862068965518
2020,13,29.0,8,25.344827586206897
2021,13,29.0,8,26.655172413793103
2014,14,184.1,8,2.9386203150461707
2015,14,184.1,8,8.598587724063009
2016,14,184.1,8,10.586637696903855
2017,14,184.1,8,11.727322107550243
2018,14,184.1,8,11.96089082020641
2019,14,184.1,8,11.417707767517651
2020,14,184.1,8,6.3715372080391095
2021,14,184.1,8,8.636610537751222
2014,15,25.0,8,5.8
2015,15,25.0,8,14.2
2016,15,25.0,8,20.36
2017,15,25.0,8,19.76
2018,15,25.0,8,19.92
2019,15,25.0,8,21.44
2020,15,25.0,8,13.36
2021,15,25.0,8,16.6
2014,16,20.5,8,29.21951219512195
2015,16,20.5,8,42.39024390243903
2016,16,20.5,8,40.09756097560975
2017,16,20.5,8,26.4390243902439
2018,16,20.5,8,39.31707317073171
2019,16,20.5,8,38.78048780487805
2020,16,20.5,8,20.82926829268293
2021,16,20.5,8,26.78048780487805
2014,17,50.5,8,4.514851485148514
2015,17,50.5,8,14.0
2016,17,50.5,8,16.85148514851485
2017,17,50.5,8,19.08910891089109
2018,17,50.5,8,12.594059405940596
2019,17,50.5,8,12.970297029702971
2020,17,50.5,8,8.613861386138614
2021,17,50.5,8,11.306930693069306
2014,18,45.8,8,5.742358078602621
2015,18,45.8,8,5.393013100436682
2016,18,45.8,8,5.895196506550219
2017,18,45.8,8,7.248908296943232
2018,18,45.8,8,8.14410480349345
2019,18,45.8,8,7.816593886462883
2020,18,45.8,8,3.5589519650655026
2021,18,45.8,8,5.895196506550219
2014,0,63.5,5,21.590551181102363
2015,0,63.5,5,16.80314960629921
2016,0,63.5,5,17.73228346456693
2017,0,63.5,5,22.125984251968504
2018,0,63.5,5,22.2992125984252
2019,0,63.5,5,25.716535433070867
2020,0,63.5,5,24.0
2021,0,63.5,5,24.47244094488189
2014,1,85.0,5,36.47058823529412
2015,1,85.0,5,36.576470588235296
2016,1,85.0,5,40.14117647058824
2017,1,85.0,5,41.94117647058823
2018,1,85.0,5,40.31764705882353
2019,1,85.0,5,41.01176470588236
2020,1,85.0,5,32.11764705882353
2021,1,85.0,5,36.78823529411765
2014,2,87.0,5,10.413793103448276
2015,2,87.0,5,6.126436781609195
2016,2,87.0,5,6.252873563218391
2017,2,87.0,5,7.379310344827586
2018,2,87.0,5,8.74712643678161
2019,2,87.0,5,8.310344827586206
2020,2,87.0,5,6.620689655172414
2021,2,87.0,5,10.045977011494251
2014,3,21.5,5,4.883720930232558
2015,3,21.5,5,5.069767441860465
2016,3,21.5,5,4.744186046511628
2017,3,21.5,5,3.5348837209302326
2018,3,21.5,5,4.976744186046512
2019,3,21.5,5,3.953488372093023
2020,3,21.5,5,4.511627906976744
2021,3,21.5,5,8.837209302325581
2014,4,163.1,5,81.29981606376457
2015,4,163.1,5,82.78356836296751
2016,4,163.1,5,84.62906192519927
2017,4,163.1,5,70.76640098099325
2018,4,163.1,5,71.88228080931944
2019,4,163.1,5,79.10484365419988
2020,4,163.1,5,59.97547516860822
2021,4,163.1,5,85.72654812998161
2014,5,23.6,5,43.51694915254237
2015,5,23.6,5,38.30508474576271
2016,5,23.6,5,43.6864406779661
2017,5,23.6,5,49.40677966101695
2018,5,23.6,5,47.79661016949152
2019,5,23.6,5,33.601694915254235
2020,5,23.6,5,14.44915254237288
2021,5,23.6,5,25.04237288135593
2014,6,77.5,5,27.45806451612903
2015,6,77.5,5,31.61290322580645
2016,6,77.5,5,31.212903225806453
2017,6,77.5,5,29.316129032258065
2018,6,77.5,5,30.09032258064516
2019,6,77.5,5,35.54838709677419
2020,6,77.5,5,30.83870967741936
2021,6,77.5,5,39.354838709677416
2014,7,21.7,5,43.36405529953917
2015,7,21.7,5,42.8110599078341
2016,7,21.7,5,48.61751152073733
2017,7,21.7,5,62.16589861751152
2018,7,21.7,5,73.41013824884793
2019,7,21.7,5,80.87557603686636
2020,7,21.7,5,62.02764976958525
2021,7,21.7,5,82.67281105990784
2014,8,30.7,5,79.08794788273616
2015,8,30.7,5,71.69381107491857
2016,8,30.7,5,68.07817589576547
2017,8,30.7,5,60.4885993485342
2018,8,30.7,5,66.12377850162866
2019,8,30.7,5,111.3029315960912
2020,8,30.7,5,77.16612377850163
2021,8,30.7,5,92.08469055374592
2014,9,29.2,5,29.417808219178085
2015,9,29.2,5,27.97945205479452
2016,9,29.2,5,35.95890410958904
2017,9,29.2,5,53.9041095890411
2018,9,29.2,5,53.9041095890411
2019,9,29.2,5,45.03424657534247
2020,9,29.2,5,36.16438356164384
2021,9,29.2,5,30.616438356164384
2014,10,21.2,5,21.88679245283019
2015,10,21.2,5,19.245283018867926
2016,10,21.2,5,18.49056603773585
2017,10,21.2,5,25.235849056603776
2018,10,21.2,5,25.330188679245285
2019,10,21.2,5,23.20754716981132
2020,10,21.2,5,19.00943396226415
2021,10,21.2,5,25.04716981132076
2014,11,141.1,5,16.67611622962438
2015,11,141.1,5,13.656980864635011
2016,11,141.1,5,11.998582565556344
2017,11,141.1,5,13.997165131112686
2018,11,141.1,5,15.421686746987952
2019,11,141.1,5,10.446491849751949
2020,11,141.1,5,14.181431608788094
2021,11,141.1,5,12.636428065201985
2014,12,20.3,5,16.89655172413793
2015,12,20.3,5,17.88177339901478
2016,12,20.3,5,17.339901477832512
2017,12,20.3,5,17.0935960591133
2018,12,20.3,5,17.192118226600986
2019,12,20.3,5,23.30049261083744
2020,12,20.3,5,19.40886699507389
2021,12,20.3,5,31.133004926108374
2014,13,29.0,5,43.44827586206897
2015,13,29.0,5,50.37931034482759
2016,13,29.0,5,76.03448275862068
2017,13,29.0,5,85.10344827586206
2018,13,29.0,5,94.34482758620688
2019,13,29.0,5,83.62068965517241
2020,13,29.0,5,90.89655172413794
2021,13,29.0,5,74.51724137931035
2014,14,184.1,5,21.58609451385117
2015,14,184.1,5,26.17599130907116
2016,14,184.1,5,27.854426941879414
2017,14,184.1,5,29.619771863117872
2018,14,184.1,5,32.906029331884845
2019,14,184.1,5,35.410103204780015
2020,14,184.1,5,24.894079304725693
2021,14,184.1,5,30.10863661053775
2014,15,25.0,5,32.56
2015,15,25.0,5,52.48
2016,15,25.0,5,55.16
2017,15,25.0,5,46.08
2018,15,25.0,5,43.32
2019,15,25.0,5,45.76
2020,15,25.0,5,36.8
2021,15,25.0,5,46.24
2014,16,20.5,5,50.29268292682927
2015,16,20.5,5,65.36585365853658
2016,16,20.5,5,62.63414634146341
2017,16,20.5,5,42.4390243902439
2018,16,20.5,5,46.63414634146341
2019,16,20.5,5,47.85365853658536
2020,16,20.5,5,24.146341463414632
2021,16,20.5,5,23.75609756097561
2014,17,50.5,5,26.27722772277228
2015,17,50.5,5,39.28712871287129
2016,17,50.5,5,42.1980198019802
2017,17,50.5,5,40.23762376237624
2018,17,50.5,5,29.32673267326733
2019,17,50.5,5,27.524752475247524
2020,17,50.5,5,20.89108910891089
2021,17,50.5,5,32.0
2014,18,45.8,5,15.1528384279476
2015,18,45.8,5,10.960698689956333
2016,18,45.8,5,12.336244541484715
2017,18,45.8,5,12.20524017467249
2018,18,45.8,5,15.54585152838428
2019,18,45.8,5,22.16157205240175
2020,18,45.8,5,13.820960698689955
2021,18,45.8,5,13.580786026200874
2014,0,63.5,4,6.881889763779528
2015,0,63.5,4,9.590551181102365
2016,0,63.5,4,7.574803149606299
2017,0,63.5,4,9.448818897637794
2018,0,63.5,4,11.543307086614174
2019,0,63.5,4,12.141732283464568
2020,0,63.5,4,9.496062992125983
2021,0,63.5,4,10.881889763779528
2014,1,85.0,4,12.505882352941176
2015,1,85.0,4,12.776470588235297
2016,1,85.0,4,15.68235294117647
2017,1,85.0,4,18.611764705882354
2018,1,85.0,4,21.352941176470587
2019,1,85.0,4,17.50588235294118
2020,1,85.0,4,12.976470588235294
2021,1,85.0,4,15.788235294117648
2014,2,87.0,4,2.35632183908046
2015,2,87.0,4,2.2298850574712645
2016,2,87.0,4,2.6436781609195403
2017,2,87.0,4,2.862068965517241
2018,2,87.0,4,8.908045977011493
2019,2,87.0,4,8.402298850574713
2020,2,87.0,4,3.5172413793103448
2021,2,87.0,4,6.275862068965517
2014,3,21.5,4,1.0232558139534884
2015,3,21.5,4,1.7674418604651163
2016,3,21.5,4,3.2093023255813957
2017,3,21.5,4,1.4883720930232558
2018,3,21.5,4,1.813953488372093
2019,3,21.5,4,2.0930232558139537
2020,3,21.5,4,5.162790697674419
2021,3,21.5,4,4.930232558139535
2014,4,163.1,4,49.90190067443287
2015,4,163.1,4,49.26425505824648
2016,4,163.1,4,45.32188841201717
2017,4,163.1,4,41.96198651134274
2018,4,163.1,4,42.017167381974254
2019,4,163.1,4,46.38258736971184
2020,4,163.1,4,32.225628448804414
2021,4,163.1,4,43.09625996321275
2014,5,23.6,4,8.09322033898305
2015,5,23.6,4,7.627118644067796
2016,5,23.6,4,5.508474576271186
2017,5,23.6,4,1.7796610169491525
2018,5,23.6,4,3.601694915254237
2019,5,23.6,4,21.22881355932203
2020,5,23.6,4,5.932203389830508
2021,5,23.6,4,5.762711864406779
2014,6,77.5,4,5.974193548387097
2015,6,77.5,4,6.270967741935484
2016,6,77.5,4,5.290322580645161
2017,6,77.5,4,4.967741935483871
2018,6,77.5,4,6.335483870967742
2019,6,77.5,4,6.529032258064516
2020,6,77.5,4,6.025806451612903
2021,6,77.5,4,8.012903225806452
2014,7,21.7,4,33.64055299539171
2015,7,21.7,4,22.027649769585253
2016,7,21.7,4,29.07834101382489
2017,7,21.7,4,36.03686635944701
2018,7,21.7,4,44.331797235023046
2019,7,21.7,4,44.56221198156682
2020,7,21.7,4,35.34562211981567
2021,7,21.7,4,49.815668202764975
2014,8,30.7,4,21.042345276872965
2015,8,30.7,4,24.332247557003257
2016,8,30.7,4,22.768729641693813
2017,8,30.7,4,22.11726384364821
2018,8,30.7,4,20.03257328990228
2019,8,30.7,4,29.64169381107492
2020,8,30.7,4,22.50814332247557
2021,8,30.7,4,23.71335504885993
2014,9,29.2,4,5.034246575342466
2015,9,29.2,4,5.136986301369864
2016,9,29.2,4,6.472602739726027
2017,9,29.2,4,10.376712328767123
2018,9,29.2,4,10.376712328767123
2019,9,29.2,4,9.452054794520548
